Identifier,Surname,Given_name,Middle_initial,Suffix,Primary_street_number,Primary_street_name,City,State,Zipcode,Primary_street_number_prev,Primary_street_name_prev,City_prev,State_prev,Zipcode_prev,Email,Phone,Birthmonth
14079971438,sHUauLywcQDFBCqtPvaJEAIfjGKzaTDhfBJEmTzBuVHDBwentWoBwBygLZNR,,CIIim,KdWXDEeFdh,Hc,,rRMOjuZhilgEJlkKBHOBGCCGQqRpmKqIJNmOQvjgTfrXGnrmuPgHZJrnJQgy,vmX,euN,fGMEaGqwQePCceizATHK,,vTNAbGSKEvLDHlrVgbVPSjvxgRHXJlEvGgBAHlliHUmTjNgtsvpuBKwbOLJw,ARW,oXhI,invalid_email,invalid_phone_number,35
89234434,NfWUqTFcGtGNxxPduxTslyqcZAyqsmKhFlwEYRrPiwHZimiYudigyJvlXJEy,EiXXhsjpGRkvMhgTqvaMKeRcKbqspzXjOZvIIQLElTjcnwAlDhFIakStMRnr,rp,mTMHSmzPom,ZU,,hmiJfdMlbbHsqzIRxcpqzxvsCzzHuqFVDOtYZACGUKGRZwwubUzIWvBNHKyt,qjS,pULd,eO,,GcxhklvPQgCjpJDUVExDXUVtijgkEMAKEZPWToNhPyrBZUcOjoQKgZaxgoSJ,NMVI,FHL,invalid_email,invalid_phone_number,95
28395656550,SNHrgiAYnDOeSnWDyjipBDVPwafdvirNGQBnBkhRHYDgixuCWYCUpMOJVaVD,,el,XkAOZKtocd,nV,,jLLSsyscdaFbpvaSxCFHaQQtPpkctiarOZZQpmuvGepIyDjFPTUJjQVQcpLG,NNHE,kam,La,,fVirLmLJKvixBSeXmUQbEROdfOUCHaCSkMunRGzcnJAmWcZTJYPSOsodrMzN,tIS,wvs,invalid_email,invalid_phone_number,76
67223293388,,MvbbvXhAIlPqAoAQFcNiNVpgVJsnTqlzfMUsCYncasTSGsvkMeejNZjAtAAS,UOlYo,lXxaMZVfDh,DGAjffIpplQJxaCsVLuB,,vNtsBINLuDxOglgeyLRqFdrYLYbvWMpUBAhPzyXMWuBDrKObwvqCBTZnkdPB,NwQ,PihG,cgXgIoDwIaqKvdPTpOTw,,PKGFhUGQjxKdGKZkKGQTFbBDhysWzLFZDPiiVqhjuZEohQIkUsfjECciWJop,PBP,xXX,invalid_email,invalid_phone_number,19
49263379670,nYiMebygzTNcNyiucOxUsTssghZtbjVYuJwRdKjMBnsFAQtyCXDKXYXJAIyw,dQJOSDZHCMgoUQUIciyQIViWtNVzpbOwxbsYjxFzcWMCSnAAYvrfPpCPXnfX,ORlGk,rWlBqndUqB,Jn,,HdbAIAFztnRKIoVktZXPqLNFMLyYnYBXBWcyfNnZxjFXVhBILriQSWSUgxHK,DaTc,dSE,BsKXyZtBYgRhtnQzOYBi,,QpNVOIykQJFgiPcnolpqNzQuXvANpUSwRamTBTyLEXSslvdYUSTOOEfCbDqk,tic,mhh,invalid_email,invalid_phone_number,32
27419506,XrPpuXxloTrIqCDVfUejnLjANOXqgZtZWseqsvQEDwHoSRumATJYYvvxWwDB,,nsUxy,LESakgmbVv,hffrfnjZefAkpOeyuXhV,,LBsuhtYWFbqVuTwSUVuzhrjbONXEfDAjnCiNRojvZjxTHgWPFLecMiqelZMA,one,Znz,Fr,,eyiXmQyoynkacsHVsgTYXWRqjiwhqnnQtigcbzpFaHxnvvNzvbyNVBsXWEwh,HpkG,FXb,invalid_email,invalid_phone_number,49
67976664926,hLBviWeyGnUTskRgYSuQDKncHAKsFMqUUWOaxZNdkbKpFxVZgaDiGcfxeWWF,mIBOQFkmCAbSPapEfJeueSmHpFCyfXqaBiHtyXBHVaAbaJoVYNCfjBXjELDH,yvhzk,NlcorNaKiP,Zz,,oodRbSkvEsqMkbKBuvxDPJPXEohBPPwzhXeGwsXfNPaoigaXUghyAYBwIqlC,YyE,STtb,mPQQhyZUlGsjbcXcDiDn,,lyhjhFAbwEXkBhcOmvbHgemzXAzYODoZysiZOwafhcxFIdQRPKGtnOZbnyJi,EPA,IBpx,invalid_email,invalid_phone_number,62
16713558032,,ZoEFOPMlYNqTevbnOvegiOcDxocUGPoczSevsXKNAzMsuHfBHKEdgFAKTIeF,pnebO,DpkuUSQdLf,dQ,,mklrtWVFZksXsXOYtABlCGkeqKPDwssDoImBuCQtGtQZmhpUsVWcFfNJOOrq,rYnS,tqiS,xOVTinfmZAyyXCisfjgP,,dvOQRrNQpjPhbiswbNngDlkZKHPCaxJcQnStpekBoEHLIwnnIvsUpLxuZhDE,QoJP,QATT,invalid_email,invalid_phone_number,94
81677967716,,cZbPsMGOtTrZXCIEOTbKXQWXpkPGrKfoFhXzlsQhNLjAGOPQoFdzlzolvoMc,gA,pfbJLnpdbO,Il,,QXyEWkLVlGgvBEOjdlMgPLMwGRxonlqKQYaruHfnkxHZxtJebthdTtZCWhvm,TaMc,YuMy,QM,,kbYvokUUsarzGoWYcNKhBjCSdDWCLmMtenrgpDkwQJmCHkZvFDjaxAYyfZKZ,Oka,eoc,invalid_email,invalid_phone_number,34
48605854,,rRPxSwaZKmUZQUgdDwsRWmDQxHYPjWUNVzlpyKxnFaklTiZQNneqLhitmzmL,UOHbO,vRSmtFctgn,Sy,,dkwrbKCRoRcsnQhNmwgBstPQBqlbSdpDnenYToVfBLLMyJQysSyrgQuZHgie,IDiq,BoU,GfucaHzmjbrqMEoBguuT,,zkvYXAIVotpMKiEKTXGqcseTKtZkxAQAdNFyjZWiuODWDglCyJUvvzigMrgm,nWf,nedS,invalid_email,invalid_phone_number,33
23360785910,PwOJSURWVUyEyVkOYedTffiFlGjueLjxUoWrmTdyOyoqeOVKBIbggnIMTZYG,FoGvdTLvCKgQyFPnDWkgnoCQShxqdvYmnssKrFWhqgTCBGsFYqtffltxGfDZ,JANUJ,DCUFkKiSqA,FT,,rbBQlosOikGxuizraZBrfPHzoNiUHDlnDbdGZmnFayMOyutrafAfYOiKdkIv,npYI,GdJG,NZYIYGhLZEJlpIfwuWDC,,wBjBEkTtAdlfsNIFwNVGMkfSRqpOjItqRpUMAqVwJCXZtHTPOTKUDuVWEyiu,DZA,LbY,invalid_email,invalid_phone_number,92
80467010,AyOKcWmFHBtLlMHReHJAstfcNOhUyemirGDFEeXasOCgHDCHWrJcErklZCZz,,dV,xACVVGICrn,xwntRZGNuFcLgBeCoUoI,,RDDaWtsgLGSMJztFVHCtFyzYfAqcWMswtXKCUpXMbmUokoGGTkGmwftxLprY,Kbp,bly,aZfdeexpiAJSMGxUrdQs,,eUdXKTuDQfRsCkPBkqFpuxQcWCYORdDdpfGwZGPcJJbUzDZGfvnEHqiqFAht,TiXJ,pvhN,invalid_email,invalid_phone_number,79
42442302,,,jv,mlcQsAykvr,qw,,jdfSqrLKrbhLOniUcsxZkJQxPqNSRZMAJapKSKicGhfnuETIAooLJxVoQeCm,YAG,MTi,nwiBUYzupeeBvqReUPwI,,sUxdofTpoKFKGNDwmOHSKwTgduWvydDieAUmTqgjUabVMjYtdHLkSZvqYerW,mhFb,yqfm,invalid_email,invalid_phone_number,48
77754242,,MiZTAUtTbXoMiIhkEakYFftzviMjfGKOTSbloPxPVDsAnMSDbGTSVZdCqLQU,qf,HkHSzRvOVq,yZUMMSiYWuZHwGzMDvBw,,USKDVkHjPopnylqlaIRFlpQoReHrzYeYoTYcQXTbJMRdqOiKNWvqpGPeJUQG,mYVY,jbyT,vJ,,dQjbeUpQXjrhMXyMGFtUszQsTXOtkyKnuhkdBDzLKwmJQSObnaJqkubkPJhk,QvW,iUG,invalid_email,invalid_phone_number,91
57695668582,aFcbGvLRqoaNpBJclxGwDQDtOJscVXjimbGBPifKioOZmBxIqddJnPaiWrcI,pUEiKahGvSnjAeoOIHgHxhaDSvDRaQXClQpbFeVRWtLBCuEghFwIOJVRhDOq,kb,EzUrYQVtYr,Dl,,iOXotAoMqwMboJcsGiZmaCHnhzXWKglpFXlOLKbZgOjpboKSBKZRsWyzFusO,bdb,Vjqe,SE,,mgGWyBWoGWdEEmBGYWgJsqTvlChmIzcodtGJsQEXwImNaEUiUrWuQLWhAQHP,UPp,adt,invalid_email,invalid_phone_number,14
66982644943,mjkdccNmBZAlgKfGlyXeUNuByMfWNOwgFSvVASwFUebsxiWEewbFmfcosgvt,MhZRCNLVQVazIWzxWIymmlvkGNayUyvCxEDkaGraaJpxZHkFWvibYJVVXYLI,jo,ypHqTVXuao,Hg,,DQIhmoaLqpOtmKiloSFBUYZOyTSLwhBlsPceCfOkzEqvLnNOYZozhpUMGFgN,jNA,CvA,eo,,LkrUBMpoOACmqfWfGkXAxLmjWapJaXyWxzqtMPnlCVtOKrgkMxWAUzjedSCD,YEC,oeKE,invalid_email,invalid_phone_number,78
41611555,,LvjTmCgGKSdtXnLXpLJhofvAkHLZLsHSpBwtyupTljDTMzmzSWVKXXwnKnly,SF,OxFtHPGqcJ,kV,,XAIjCfyLqJcjoYyTRvpAagsLVRPhEWGFUIaCJZQsquyxoRzjzwBgFFCAcYir,rSIe,ALP,qF,,HEFlbVSMdzcocwURjjNYeZzmxfpZKjMBmdrjcNCPZUNVmMNwtwmXejLBvmAi,mdCc,HyeN,invalid_email,invalid_phone_number,95
55242099,CtZWDhANWoJEVYdnTHDlpqukFMkIwiPUegKWqbUYQEFEhMfupqnDJWsCPglv,,kr,FwsHfATWxk,xL,,LOAiHTgbuKlbhgiMITIstNWWzAScQrARMnvEKRCcgCkBHLKyxkMSeaVIDNPa,lXr,GLz,aEzcVfoAxepnUNnaXldN,,vTkCMQTYDGomAmIGUPNjGkkhbWcclXzWawGxeNzrMXZFFcdkyUfipgbpvRjW,SmKP,BDBi,invalid_email,invalid_phone_number,80
79495945297,ueDjfPtohfEJpSeLLjutCETvQAjLzTcHtxmQvmvvlHsaMQkXxUWnvLsaIeiJ,EGgZcrJOAuMKWAFdvMPSxdertGPRPEIEXmApzddBlhwVtQtJBRqkEXCyJIiI,tjmLV,PDJdonwcwF,MV,,msldOwMtaRaMZrmcgujZwutcvvcdVlTmaoYcqUSZNCSOtYBtkaoDhEuHpdID,hDKt,uCw,uSFGkBYEMiwOopjPILGx,,JeRPHVQDaWSbkroIXRmqLqkFagQFJTwcohtTggWDqIgTsAcBRemXyDbtcnlU,aisW,CrR,invalid_email,invalid_phone_number,33
36024850365,,LYMFFFtPNfujfWNwcFvcKomOYNrtPVdUcnnkujPgZWeMZvcWavZsENhBYQfT,JG,WQVkBNcnOW,MvzsQlHJlOdNkgZGlEVs,,RpLXeBhICaoBLuGaxFDMrGOCDAMtUZHJAQRElVEUIqBAJcCeQQAGtAmhgnHG,dZQk,EuHu,fpubyWNpXXSwVGzXpHEh,,BlcHzZbWscVClSVRWCRvMsibmyKKhsJqKwJTFZJBvGoLhrksFMRcfkEKqvlY,YwV,nlob,invalid_email,invalid_phone_number,66
47271159,,QvAmOPBuLoqgNeQKiQoHKnxNqXpyVlhHcpgiwyFsIaecVQsKLWOXyMfiiPzO,QB,QYreVsYmBj,fL,,taCBliHKqQfwuUjiRFqvMRCdLbJuFPuPRWBJrewHaFEKCyaJOHJmntdtVAGL,ziz,TKan,AQ,,orJnfvibizTfQyzHVvkwdfIGnALNtsjgAHCAFBFlioijkfSVAqlaAjInBiKu,UiH,CfZ,invalid_email,invalid_phone_number,24
25346025,YYxuPgRClNNXwGFBOKYBBeqrebuPrrbxQvgiUvJQdCNrSXXbmgtfafeydqQe,acsCiCuVHfSkYdnuezDxdStwneqRoKNBOxhqknsHlyDOwgRkiUnHTlqXpZSv,smxQE,wRQUSRLiIH,uBWHizAlwaVCQbmBwGjA,,kRKvNehfLOheYbEnHOnKwmmVdApTPAfDFjTDbKvOPiIBvNruYxiJeihbcQOd,dNvr,eNnu,riOyqbdyhkuTeBgEYuWq,,oTJiNxCrmHDcENJytMvGvfqShjEWxZCxuDxLClRlECiGnvlZZFKBsGZoswlI,qzoG,kBuA,invalid_email,invalid_phone_number,19
65437587824,PzqhNsegWSeAVogXlFnEVjgWwesJIEbCUpwQYRcWcScUCyAUxNNvZdzbnNNC,cZraNuFgToTcyeUhlLzUYGyrgVfndRPcZuNjNvPhAlRFUcJqqepYBYLMsnwq,chrNz,qCuEuMYizB,ea,,wSnVdDYSegQGNRtktVUNtHiHPxqNusqPyeMoHgVwrXNsjzzFqyOsqrtInGGg,YqpO,PyMQ,tCoPXDTKBoUMQlEQBLwj,,mJOuzGCSYPTyBsXOXbitKOFdUMsqjAxZYNpAaHLYaovdXtbMRDAABeWAUMiX,XAhK,HCTT,invalid_email,invalid_phone_number,50
67466273622,yVckdjxTwoXiOKyWJJRFRRSUNwBJHMppDZwoxojGZJeVdmiVSpAKcvSRpdoy,mnGZPDgYkuTbgdhfcqxllNRjCyagjYHygDKZnTGimTYYCXUbablPNbAhhSNJ,Gezld,clBDrnmdGS,JK,,LeXZPnycAIgeJhfAWJTQLKZdlVRbtocUlwquuPNqUeLjKpWmTRFoxszYMEDB,UPs,wNL,Gt,,RQRHtGMHdBDZTnOewBPxEncvVVerCDQOhmYpjnGvhrPFtKyOHrWmggydbXMJ,zwZ,oKU,invalid_email,invalid_phone_number,77
43504908343,SnAAoCtTKitUrfSKaCLzHsYsXMYfiKBNDNiBFpGeiGGtqItEFYipXsGYnNCL,,WxKWs,JKyqMFddRF,XgdiwsYOAzrYtLTkSrTZ,,wubVmTUauMzRsjWuUUloCruTFXKXaBeixpTXbFRwjuWVuVmJdyhNJPTybxeL,EBMQ,qBy,WyEKDXUqKwcUfONrDbpM,,OpHcSQhHSUbSPEyXhTacPBTuhPrKAAThUpiOjzeLwmGMxMYsdFQowWksngbD,EMDG,yqH,invalid_email,invalid_phone_number,29
11281598,,,HlhFu,yIOgxnENhW,pY,,vsZwpNoZQxKdFHSGXJYSHLqSOkcJbYDuZMaEESGThYNdOarddKHZclnnSUYi,HAf,pjB,vwwIettCBSvwJeDkqDHu,,McgyGcXhxtPCbqGwLuBHjIaCTosCEPtQOGlKJyYzIQiozRhMzLZytgbZMTcu,Xmj,Mhww,invalid_email,invalid_phone_number,13
42098001,,VCbYgxxaCDOHYtVoVfyhbfbPAWnAPeMuOfqsXisgcnJEaZMwnbazOsFNWdGm,hDCsr,FnULNVwnMc,dvTJazoZfxALkwidPLsZ,,tEFBBSrQjgJHDPLDjDQqMydjVkWOLCMoqxmoHyfnEPXJaEFPpvFNVeaulpGk,RKXE,vWAQ,Qo,,FtEuRviXqydnrvzFabzvSNhlBOnLckUpGbdLNsSnnybcjSGqewGFpvIkTaYv,igN,NDB,invalid_email,invalid_phone_number,65
96398599,,,ukpaw,SxOAgcAjVm,dW,,rNbbnzZedHJJkvecOKViDptzMsNjlixLSWUJHIOhwiDyzqWdLVVAupMsgdka,TJkL,awI,jcHolEKIRgMAJLlfSMqT,,kvNoYiYWSEsOyLtYKKrfQgBQYkrdpDQCQLmtrzCehhOYEXXlyllqUNPJfUOz,PfOE,SqE,invalid_email,invalid_phone_number,42
45477226151,,metxpNeIBLsECnMumCiWiXkMEEEmRQHfJVqjxCBDpzAUFjosuwmuMhrQQKFb,uQ,jcUNhwLwTF,ontrxAWwNJlQiWGvauFC,,FtFHLtRuMXvbNJZGqAsDzPMPXYSxcCgPVXEJjJiVTZcpixFbMCsMqPtCmLyX,dqS,xDrE,jj,,FecAvfFluwEyRkwyXiPdzLOgsDHoFiYbeaFQTTHxcsbmESfleqkhJCSBkLle,buNB,EQG,invalid_email,invalid_phone_number,40
89629369119,,axelsCGHgYrLJoBaOUUBdRotCZuSZCGlYHClCmrTOnrCjXCbHhmSgEnNHYUf,VG,MDIyQkKwja,grVFJhzfLIRWxQFhiCHj,,zPDXmauRSLcsrvJrWENzqIAxJZMTaEwJJNLQxTQttDrlEBPLuCnBNUATlPTT,Hgb,qPcT,Es,,EHNJYovVCFHRMhdMERVuuhggEScNiQdWmRciLJnwrwHtLzgWgjPMstCmFsvq,Awz,ecVj,invalid_email,invalid_phone_number,93
60442474156,FLVRgPozdvrTfJSIVrynkZPMMkOUXbwDxKPFXZyMuZDqRCQGjINOrIevGBQW,KKObYfRSHAAduoXvwJcHuhINHkEWPTHTeydgIZTlHFdXwukqZKztovSYxMyq,DTjaC,VwNmnHQOrT,MGRHbHUaHouFsprgWMPz,,xFipNpyGlhtmFEguIuetAkyzjBalAsdPcuJxnDdsUWNEqteuhWjGtMudoSXy,PhNz,gRa,SL,,UkmDbygehCKxilJztbwRArqVAAGFNocKEloIxYKyiKaYrSopPbQFUyccmpAe,xnrl,Mogq,invalid_email,invalid_phone_number,55
63440222277,,,YILtt,WGHiIZngcC,zrlpdHddqBPOAYUeVOFR,,rvkUxSNOrJmzZVJMNHCwgjlxwdYRCSnMzbBBrGyJJMMGbnXtThiDksbYCiPI,HJV,ZRYs,DHZUkEbALvqjKxFmqIYq,,xYdjFDvNxokhLeCbLKaFtqnNkSFSPnmrbvGEOTOncsyhtKTjdbAcLgiqVLjq,zwbd,DTsj,invalid_email,invalid_phone_number,59
92116642,YUroCXWgLlypugOXoMbGnYVqBpnMzauswuLvrGudfbXZnszgqoltveuKaPeu,JCtcVXgpMpuHIxcyjOQankyzrjjFCYmIsgbZRzjEDrOepXdCxeNyWOndoucV,yk,uDsqRdYnxH,MrvPrYQkRknHxwUfWHKa,,iEZXUOiixoCNdBakEpcYSUHyiYtpEzBFbmwyQXFMDmoQBqZwipOwsphHeWWS,QnMt,UFrF,yO,,zadIzdmNdaoLSDFFFUIHmBIpmstpFOolEeYzNLbWJyCvBzqiitXHhKihBbfK,LGP,GFH,invalid_email,invalid_phone_number,65
81665025402,,,FV,BbQmdznHRu,tl,,VyzwAFakzjWSPIsHXDQMdiUanYLsizmkHHCBnOAyUOOflTMUTgreYJLewJYo,bgU,jlq,bS,,OGQPsZtdRPyjPJLaeopxBVGYdEjOlWugSsEiYgPXrOFUGenadfgIkXmlxzeh,dbvF,CSs,invalid_email,invalid_phone_number,40
54679243285,,,Vq,cdxMOOjVyR,EQdnmLsIGRWZzWFQtJBo,,wbdbJZEZximfSypzMvRlwryQQubkzRvQTBcCiBOaieSPpTNlScFaVkVONjex,qAfg,OYVc,ZBwniLmhqxuVLBtTZPyx,,JAdrjlFMEvsbTJCjUSKkSxAxcGpEpzWirjfZuAzRckZsngrQEdxOilCeVAnl,HkF,BjL,invalid_email,invalid_phone_number,58
